category,command,type,description,permissions,entrypoint,implementation,options_or_args,status,notes
Khác/Nội bộ,customId:yentiec_weekend_19_*,button,Xác nhận/đổi giờ nhắc Yến Tiệc.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/thongbaoHandlers.js:389,yentiec_weekend_19_*,active,Pattern phát hiện trong handler/collector.
Khác/Nội bộ,customId:yentiec_weekend_2230_*,button,Xác nhận/đổi giờ nhắc Yến Tiệc.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/thongbaoHandlers.js:390,yentiec_weekend_2230_*,active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_*,button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:180,src/events/client/interactionCreate.js:180,loto_*,active,Route trực tiếp trong interactionCreate.
Loto,customId:loto_auto_{...},button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/loto/loto.js:200,loto_auto_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_auto_*,button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:114,loto_auto_*,active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_disabled_{...},button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:287,loto_disabled_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_draw_{...},button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/loto/loto.js:196,loto_draw_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_draw_*,button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:47,loto_draw_*,active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_kinh_{...},button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:292,loto_kinh_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_kinh_{...},button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/loto/loto.js:189,loto_kinh_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_kinh_*,button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:214,loto_kinh_*,active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_kinhcancel_{...}_{...},button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:313,loto_kinhcancel_{...}_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_kinhcancel_*,button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:519,loto_kinhcancel_*,active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_skip_{...}_{...},button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:324,loto_skip_{...}_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_skip_*,button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:663,loto_skip_*,active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_skipconfirm_{...}_{...},button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:675,loto_skipconfirm_{...}_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_skipconfirm_*,button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:689,loto_skipconfirm_*,active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_stop_{...},button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/loto/loto.js:185,loto_stop_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:loto_stop_*,button,Điều khiển ván Loto.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/lotoHandlers.js:196,loto_stop_*,active,Pattern phát hiện trong handler/collector.
Loto,customId:nlkey_filter_select_{...},select,Phân trang/lọc/tìm kiếm NhacLabs key.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/nlListHandlers.js:197,nlkey_filter_select_{...},active,Pattern phát hiện trong handler/collector.
Loto,customId:nlkey_filter_select_*,select,Phân trang/lọc/tìm kiếm NhacLabs key.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js:338,src/events/client/interactionCreate.js:338,nlkey_filter_select_*,active,Route trực tiếp trong interactionCreate.
Loto,customId:nlkey_filter_select_*,select,Phân trang/lọc/tìm kiếm NhacLabs key.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/utils/nlListHandlers.js:383,nlkey_filter_select_*,active,Pattern phát hiện trong handler/collector.
Loto,customId:votecustom_result,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/vote.js:120,votecustom_result,active,Pattern phát hiện trong handler/collector.
Loto,customId:voteevent_result,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/voteevent.js:208,voteevent_result,active,Pattern phát hiện trong handler/collector.
Loto,customId:votegio_result,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votegioevent.js:143,votegio_result,active,Pattern phát hiện trong handler/collector.
Loto,customId:votengay_result,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votengayevent.js:154,votengay_result,active,Pattern phát hiện trong handler/collector.
Loto,customId:votepvp_result,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/votepvpsolo.js:232,votepvp_result,active,Pattern phát hiện trong handler/collector.
Loto,customId:voteyentiec_result,button,Nút/select cho hệ thống vote.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/apps/voteyentiec.js:110,voteyentiec_result,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:ach_next_{...}_{...},button,Flow component ach_next_{...}_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/achievement.js:86,ach_next_{...}_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:ach_prev_{...}_{...},button,Flow component ach_prev_{...}_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/achievement.js:78,ach_prev_{...}_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:box10_*,button,Flow component box10_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/box.js:145,box10_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:box10_*,button,Flow component box10_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/buy.js:106,box10_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:boxall_*,button,Flow component boxall_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/box.js:145,boxall_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:boxall_*,button,Flow component boxall_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/buy.js:106,boxall_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buacoop_*,button,Flow component buacoop_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:680,buacoop_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buacoop_0_{...},button,Flow component buacoop_0_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:634,buacoop_0_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buacoop_1_{...},button,Flow component buacoop_1_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:638,buacoop_1_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buacoop_2_{...},button,Flow component buacoop_2_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:643,buacoop_2_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buacoop_3_{...},button,Flow component buacoop_3_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:648,buacoop_3_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buacoop_nc_{...}_{...}_{...},button,Flow component buacoop_nc_{...}_{...}_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:665,buacoop_nc_{...}_{...}_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buacoop_nc_*,button,Flow component buacoop_nc_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:686,buacoop_nc_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buasolo_*,button,Flow component buasolo_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:404,buasolo_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buasolo_0_{...},button,Flow component buasolo_0_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:358,buasolo_0_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buasolo_1_{...},button,Flow component buasolo_1_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:362,buasolo_1_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buasolo_2_{...},button,Flow component buasolo_2_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:367,buasolo_2_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buasolo_3_{...},button,Flow component buasolo_3_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:372,buasolo_3_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buasolo_nc_{...}_{...}_{...},button,Flow component buasolo_nc_{...}_{...}_{...}.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:389,buasolo_nc_{...}_{...}_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:buasolo_nc_*,button,Flow component buasolo_nc_*.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/dungeon.js:410,buasolo_nc_*,active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:bulk_tune_cancel_{...},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:989,bulk_tune_cancel_{...},active,Pattern phát hiện trong handler/collector.
Minigame/Economy,customId:bulk_tune_cancel_${userId},button,Collector/flow tương tác trong minigame.,Theo handler/customId và userId trong flow,src/events/client/interactionCreate.js,src/commands/minigame/tune.js:1002,bulk_tune_cancel_${userId},active,Pattern phát hiện trong handler/collector.
